path,file_type,area,category,deep_reviewed,feature_mapping,live_mock_static_stub,notes
src/features/landing/components/CTASection.tsx,source_executable,frontend,landing,false,cta,implemented_hardcoded_static,Final CTA section; links to /login
src/features/landing/index.ts,source_support,frontend,exports,false,exports,implemented_live,Re-exports
src/features/about/components/AboutHero.tsx,source_executable,frontend,about,false,about,implemented_hardcoded_static,About hero section; hardcoded
src/features/about/components/AboutStats.tsx,source_executable,frontend,about,false,about,implemented_hardcoded_static,Stats display; hardcoded numbers
src/features/about/components/FoundersSection.tsx,source_executable,frontend,about,false,about,implemented_hardcoded_static,Founder profiles; hardcoded
src/features/about/components/ValuesSection.tsx,source_executable,frontend,about,false,about,implemented_hardcoded_static,Company values; has TODO comment
src/features/about/components/VisionMission.tsx,source_executable,frontend,about,false,about,implemented_hardcoded_static,Vision/mission content; hardcoded
src/features/about/index.ts,source_support,frontend,exports,false,exports,implemented_live,Re-exports
src/features/auth/components/LoginForm.tsx,source_executable,frontend,auth,false,login,implemented_mock_backed,Login form; TODO comment; mock auth path active
src/features/auth/components/SignupForm.tsx,source_executable,frontend,auth,false,signup,implemented_mock_backed,Signup form; TODO comment; react-hook-form + zod
src/features/auth/index.ts,source_support,frontend,exports,false,exports,implemented_live,Re-exports
src/features/business/components/BusinessHero.tsx,source_executable,frontend,business,false,business,implemented_hardcoded_static,Business hero; TODO comment
src/features/business/components/BusinessSolutions.tsx,source_executable,frontend,business,false,business,implemented_hardcoded_static,Solutions list; hardcoded
src/features/business/components/SolutionCard.tsx,source_executable,frontend,business,false,business,implemented_hardcoded_static,Solution card component
src/features/business/components/SolutionsIntro.tsx,source_executable,frontend,business,false,business,implemented_hardcoded_static,Solutions intro section
src/features/business/components/corporate/CorporateCTA.tsx,source_executable,frontend,corporate,false,corporate,implemented_hardcoded_static,Corporate CTA
src/features/business/components/corporate/CorporateHero.tsx,source_executable,frontend,corporate,false,corporate,implemented_hardcoded_static,Corporate hero
src/features/business/components/corporate/CorporateOfferings.tsx,source_executable,frontend,corporate,false,corporate,implemented_hardcoded_static,Corporate offerings list
src/features/business/components/corporate/CorporateProblem.tsx,source_executable,frontend,corporate,false,corporate,implemented_hardcoded_static,Problem statement section
src/features/business/components/corporate/CorporateSolution.tsx,source_executable,frontend,corporate,false,corporate,implemented_hardcoded_static,Solution section
src/features/business/index.ts,source_support,frontend,exports,false,exports,implemented_live,Re-exports
src/features/constellation/components/ConstellationCanvas.tsx,source_executable,frontend,dashboard,false,constellation,frontend_only,Three.js/canvas visualization; local state
src/features/constellation/components/AddNodeModal.tsx,source_executable,frontend,dashboard,false,constellation,frontend_only,Add node dialog; TODO comment; local state only
src/features/constellation/components/InsightsPanel.tsx,source_executable,frontend,dashboard,false,constellation,frontend_only,Insights panel; local state
src/features/constellation/components/NodeDetailPanel.tsx,source_executable,frontend,dashboard,false,constellation,frontend_only,Node detail panel; local state
src/features/constellation/hooks/useConstellation.ts,source_executable,frontend,dashboard,false,constellation,frontend_only,Constellation state hook; local state
src/features/constellation/services/constellation.service.ts,source_executable,frontend,dashboard,false,constellation,stubbed,Constellation API service; likely stub
src/features/constellation/types/index.ts,source_support,frontend,dashboard,false,constellation,implemented_live,Constellation TypeScript types
src/features/constellation/pages/ConstellationPage.tsx,source_executable,frontend,dashboard,false,constellation,frontend_only,Page wrapper for constellation feature
src/features/constellation/index.ts,source_support,frontend,exports,false,exports,implemented_live,Re-exports
src/features/courses/constants/courses.data.ts,source_support,frontend,courses,true,courses,implemented_hardcoded_static,All course data hardcoded; prices in INR; badges; categories
src/features/courses/components/CourseCard.tsx,source_executable,frontend,courses,false,courses,implemented_hardcoded_static,Course card UI component
src/features/courses/pages/CoursesProgramsPage.tsx,source_executable,frontend,courses,false,courses,implemented_hardcoded_static,Courses listing; filter + search; all data from hardcoded constants; TODO present
src/features/courses/index.ts,source_support,frontend,exports,false,exports,implemented_live,Re-exports
src/features/dashboard/components/MetricCard.tsx,source_executable,frontend,dashboard,false,dashboard_widgets,implemented_live,Reusable metric display card
src/features/dashboard/components/PractitionerHeader.tsx,source_executable,frontend,practitioner_dashboard,false,practitioner,implemented_hardcoded_static,Practitioner header; TODO comment
src/features/dashboard/components/PractitionerSidebar.tsx,source_executable,frontend,practitioner_dashboard,false,practitioner,implemented_live,Sidebar nav for practitioner dashboard
src/features/dashboard/components/ClientIntakeWidget.tsx,source_executable,frontend,practitioner_dashboard,false,practitioner_clients,stubbed,Client intake widget
src/features/dashboard/components/PendingApprovalsWidget.tsx,source_executable,frontend,practitioner_dashboard,false,practitioner_admin,stubbed,Pending approvals widget
src/features/dashboard/components/QuickLinksWidget.tsx,source_executable,frontend,practitioner_dashboard,false,practitioner,implemented_hardcoded_static,Quick links widget; hardcoded links
src/features/dashboard/components/ScheduledSessionsWidget.tsx,source_executable,frontend,practitioner_dashboard,false,practitioner_sessions,implemented_hardcoded_static,Session list widget; likely hardcoded
src/features/dashboard/components/SessionsRecordsWidgets.tsx,source_executable,frontend,practitioner_dashboard,false,practitioner_sessions,implemented_hardcoded_static,Session records widget
src/features/dashboard/components/layout/DashboardSidebar.tsx,source_executable,frontend,dashboard,false,dashboard_layout,implemented_live,User dashboard sidebar nav
src/features/dashboard/components/layout/DashboardTopbar.tsx,source_executable,frontend,dashboard,false,dashboard_layout,implemented_live,Dashboard top bar; TODO comment for notification bell
src/features/dashboard/components/widgets/HumanMatchCard.tsx,source_executable,frontend,dashboard,false,connections,implemented_hardcoded_static,Match card widget; hardcoded data
src/features/dashboard/components/widgets/PatternAlerts.tsx,source_executable,frontend,dashboard,false,dashboard_insights,implemented_hardcoded_static,Pattern alerts widget; hardcoded
src/features/dashboard/components/widgets/SoulConstellationMap.tsx,source_executable,frontend,dashboard,false,constellation,frontend_only,Mini constellation map widget; local state
src/features/dashboard/components/widgets/SoulSyncCard.tsx,source_executable,frontend,dashboard,false,dashboard_widgets,implemented_hardcoded_static,Soul sync card widget
src/features/dashboard/components/widgets/TheConfessional.tsx,source_executable,frontend,dashboard,false,confessional,implemented_hardcoded_static,Confessional widget; TODO comment; local state
src/features/dashboard/pages/PersonalizationPage.tsx,source_executable,frontend,onboarding,false,personalization,partially_wired,Multi-step personalization form; unclear if persisted to API
src/features/dashboard/index.ts,source_support,frontend,exports,false,exports,implemented_live,Re-exports
src/features/journey-preparation/components/JourneyCard.tsx,source_executable,frontend,onboarding,false,journey_prep,implemented_hardcoded_static,Journey preparation card
src/features/journey-preparation/components/MandalaBackground.tsx,source_executable,frontend,onboarding,false,journey_prep,implemented_live,Animated mandala background
src/features/journey-preparation/pages/JourneyPreparationPage.tsx,source_executable,frontend,onboarding,false,journey_prep,implemented_hardcoded_static,Journey prep screen post-login; hardcoded cards
src/features/journey-preparation/index.ts,source_support,frontend,exports,false,exports,implemented_live,Re-exports
src/features/onboarding/screens/PractitionerOnboardingPage.tsx,source_executable,frontend,onboarding,true,practitioner_onboarding,partially_wired,Multi-step practitioner onboarding; file upload; calls API on submit
src/features/onboarding/screens/OnboardingSignupPage.tsx,source_executable,frontend,onboarding,false,user_onboarding,partially_wired,User signup onboarding flow
src/features/onboarding/screens/OnboardingCreateAccountPage.tsx,source_executable,frontend,onboarding,false,user_onboarding,partially_wired,Create account step; TODO comment
src/features/onboarding/screens/OnboardingAstrologyPage.tsx,source_executable,frontend,onboarding,false,astrology_onboarding,partially_wired,Astrology-specific onboarding; TODO present
src/features/onboarding/screens/OnboardingPartnerDetailsPage.tsx,source_executable,frontend,onboarding,false,partner_onboarding,partially_wired,Partner details step; TODO present
src/features/onboarding/components/OnboardingPasswordField.tsx,source_executable,frontend,onboarding,false,auth,implemented_live,Password strength field; zxcvbn integration; TODO comment
src/features/onboarding/components/steps/StepDOB.tsx,source_executable,frontend,onboarding,false,user_onboarding,implemented_live,Date of birth step
src/features/onboarding/components/steps/StepGender.tsx,source_executable,frontend,onboarding,false,user_onboarding,implemented_live,Gender selection step
src/features/onboarding/components/steps/StepGoals.tsx,source_executable,frontend,onboarding,false,user_onboarding,implemented_live,Goals selection step
src/features/onboarding/components/steps/StepInterests.tsx,source_executable,frontend,onboarding,false,user_onboarding,implemented_live,Interests selection step
src/features/onboarding/components/steps/StepStruggles.tsx,source_executable,frontend,onboarding,false,user_onboarding,implemented_live,Struggles selection step
src/features/onboarding/components/steps/StepTherapistPrefs.tsx,source_executable,frontend,onboarding,false,user_onboarding,implemented_live,Therapist preferences step
src/features/onboarding/components/steps/StepTherapyHistory.tsx,source_executable,frontend,onboarding,false,user_onboarding,implemented_live,Therapy history step
src/features/onboarding/components/steps/StepLocation.tsx,source_executable,frontend,onboarding,false,user_onboarding,implemented_live,Location step; TODO comment
src/features/onboarding/components/steps/StepEmergencyContact.tsx,source_executable,frontend,onboarding,false,user_onboarding,implemented_live,Emergency contact step; TODO comment
src/features/onboarding/components/steps/StepConfirmation.tsx,source_executable,frontend,onboarding,false,user_onboarding,implemented_live,Confirmation step
src/features/onboarding/components/steps/types.ts,source_support,frontend,onboarding,false,user_onboarding,implemented_live,Step component types
src/features/onboarding/constants/signupJourneySteps.ts,source_support,frontend,onboarding,false,user_onboarding,implemented_live,Signup journey step definitions
src/features/onboarding/index.ts,source_support,frontend,exports,false,exports,implemented_live,Re-exports
src/features/student-counselling/components/StudentCounsellingCard.tsx,source_executable,frontend,student_counselling,false,student_counselling,implemented_hardcoded_static,SC card component
src/features/student-counselling/components/StudentCounsellingCardsGrid.tsx,source_executable,frontend,student_counselling,false,student_counselling,implemented_hardcoded_static,SC cards grid
src/features/student-counselling/components/StudentCounsellingHeroContent.tsx,source_executable,frontend,student_counselling,false,student_counselling,implemented_hardcoded_static,SC hero content
src/features/student-counselling/components/StudentCounsellingHeroSection.tsx,source_executable,frontend,student_counselling,false,student_counselling,implemented_hardcoded_static,SC hero section
src/features/student-counselling/components/index.ts,source_support,frontend,exports,false,exports,implemented_live,Re-exports
src/features/student-counselling/index.ts,source_support,frontend,exports,false,exports,implemented_live,Re-exports
src/features/workshop/components/WorkshopCard.tsx,source_executable,frontend,workshop,false,workshop,implemented_hardcoded_static,Workshop card
src/features/workshop/components/WorkshopCardsGrid.tsx,source_executable,frontend,workshop,false,workshop,implemented_hardcoded_static,Workshop cards grid
src/features/workshop/components/WorkshopHeroContent.tsx,source_executable,frontend,workshop,false,workshop,implemented_hardcoded_static,Workshop hero content
src/features/workshop/components/WorkshopHeroSection.tsx,source_executable,frontend,workshop,false,workshop,implemented_hardcoded_static,Workshop hero section
src/features/workshop/components/index.ts,source_support,frontend,exports,false,exports,implemented_live,Re-exports
src/features/workshop/index.ts,source_support,frontend,exports,false,exports,implemented_live,Re-exports
src/features/README.md,docs,frontend,documentation,false,architecture,docs_only,Feature directory structure guide
src/components/LoadingSpinner.tsx,source_executable,frontend,ui_shared,false,loading,implemented_live,App-wide loading spinner
src/components/error-boundary.tsx,source_executable,frontend,ui_shared,false,error_handling,implemented_live,React error boundary wrapper
src/components/layout/Navigation.tsx,source_executable,frontend,layout,false,navigation,implemented_live,Top navigation bar; responsive
src/components/layout/Footer.tsx,source_executable,frontend,layout,false,footer,implemented_live,Site footer; hardcoded links; TODO social icons
src/components/layout/SmoothScrollProvider.tsx,source_executable,frontend,layout,false,smooth_scroll,implemented_live,Lenis smooth scroll wrapper
src/components/ui/accordion.tsx,source_executable,frontend,ui_primitives,false,ui,implemented_live,shadcn/ui accordion
src/components/ui/alert-dialog.tsx,source_executable,frontend,ui_primitives,false,ui,implemented_live,shadcn/ui alert dialog
src/components/ui/alert.tsx,source_executable,frontend,ui_primitives,false,ui,implemented_live,shadcn/ui alert
src/components/ui/aspect-ratio.tsx,source_executable,frontend,ui_primitives,false,ui,implemented_live,shadcn/ui aspect ratio
src/components/ui/avatar.tsx,source_executable,frontend,ui_primitives,false,ui,implemented_live,shadcn/ui avatar
src/components/ui/badge.tsx,source_executable,frontend,ui_primitives,false,ui,implemented_live,shadcn/ui badge
src/components/ui/breadcrumb.tsx,source_executable,frontend,ui_primitives,false,ui,implemented_live,shadcn/ui breadcrumb
src/components/ui/button-group.tsx,source_executable,frontend,ui_primitives,false,ui,implemented_live,Button group component
src/components/ui/button.tsx,source_executable,frontend,ui_primitives,false,ui,implemented_live,shadcn/ui button
src/components/ui/calendar.tsx,source_executable,frontend,ui_primitives,false,ui,implemented_live,shadcn/ui calendar (react-day-picker)
src/components/ui/card.tsx,source_executable,frontend,ui_primitives,false,ui,implemented_live,shadcn/ui card
src/components/ui/carousel.tsx,source_executable,frontend,ui_primitives,false,ui,implemented_live,Embla carousel wrapper
src/components/ui/chart.tsx,source_executable,frontend,ui_primitives,false,ui,implemented_live,Recharts wrapper
src/components/ui/checkbox.tsx,source_executable,frontend,ui_primitives,false,ui,implemented_live,shadcn/ui checkbox
src/components/ui/collapsible.tsx,source_executable,frontend,ui_primitives,false,ui,implemented_live,shadcn/ui collapsible
src/components/ui/command.tsx,source_executable,frontend,ui_primitives,false,ui,implemented_live,shadcn/ui command palette; TODO comment
src/components/ui/context-menu.tsx,source_executable,frontend,ui_primitives,false,ui,implemented_live,shadcn/ui context menu
src/components/ui/dialog.tsx,source_executable,frontend,ui_primitives,false,ui,implemented_live,shadcn/ui dialog
src/components/ui/drawer.tsx,source_executable,frontend,ui_primitives,false,ui,implemented_live,Vaul drawer wrapper
src/components/ui/dropdown-menu.tsx,source_executable,frontend,ui_primitives,false,ui,implemented_live,shadcn/ui dropdown
src/components/ui/empty.tsx,source_executable,frontend,ui_primitives,false,ui,implemented_live,Empty state component
src/components/ui/field.tsx,source_executable,frontend,ui_primitives,false,ui,implemented_live,Form field wrapper
src/components/ui/form.tsx,source_executable,frontend,ui_primitives,false,ui,implemented_live,react-hook-form integration
src/components/ui/hover-card.tsx,source_executable,frontend,ui_primitives,false,ui,implemented_live,shadcn/ui hover card
src/components/ui/input-group.tsx,source_executable,frontend,ui_primitives,false,ui,implemented_live,Input group component
src/components/ui/input-otp.tsx,source_executable,frontend,ui_primitives,false,ui,implemented_live,OTP input (input-otp)
src/components/ui/input.tsx,source_executable,frontend,ui_primitives,false,ui,implemented_live,shadcn/ui input; TODO comment
src/components/ui/item.tsx,source_executable,frontend,ui_primitives,false,ui,implemented_live,List item component
src/components/ui/kbd.tsx,source_executable,frontend,ui_primitives,false,ui,implemented_live,Keyboard shortcut display
src/components/ui/label.tsx,source_executable,frontend,ui_primitives,false,ui,implemented_live,shadcn/ui label
src/components/ui/menubar.tsx,source_executable,frontend,ui_primitives,false,ui,implemented_live,shadcn/ui menubar
src/components/ui/navigation-menu.tsx,source_executable,frontend,ui_primitives,false,ui,implemented_live,shadcn/ui navigation menu
src/components/ui/pagination.tsx,source_executable,frontend,ui_primitives,false,ui,implemented_live,Pagination component
src/components/ui/popover.tsx,source_executable,frontend,ui_primitives,false,ui,implemented_live,shadcn/ui popover
src/components/ui/progress.tsx,source_executable,frontend,ui_primitives,false,ui,implemented_live,shadcn/ui progress bar
src/components/ui/radio-group.tsx,source_executable,frontend,ui_primitives,false,ui,implemented_live,shadcn/ui radio group
src/components/ui/resizable.tsx,source_executable,frontend,ui_primitives,false,ui,implemented_live,Resizable panels
src/components/ui/scroll-area.tsx,source_executable,frontend,ui_primitives,false,ui,implemented_live,shadcn/ui scroll area
src/components/ui/select.tsx,source_executable,frontend,ui_primitives,false,ui,implemented_live,shadcn/ui select; TODO comment
src/components/ui/separator.tsx,source_executable,frontend,ui_primitives,false,ui,implemented_live,shadcn/ui separator
src/components/ui/sheet.tsx,source_executable,frontend,ui_primitives,false,ui,implemented_live,shadcn/ui sheet (drawer)
src/components/ui/sidebar.tsx,source_executable,frontend,ui_primitives,false,ui,implemented_live,shadcn/ui sidebar
src/components/ui/skeleton.tsx,source_executable,frontend,ui_primitives,false,ui,implemented_live,Loading skeleton
src/components/ui/slider.tsx,source_executable,frontend,ui_primitives,false,ui,implemented_live,shadcn/ui slider
src/components/ui/sonner.tsx,source_executable,frontend,ui_primitives,false,ui,implemented_live,Sonner toast wrapper
src/components/ui/spinner.tsx,source_executable,frontend,ui_primitives,false,ui,implemented_live,Spinner component
src/components/ui/switch.tsx,source_executable,frontend,ui_primitives,false,ui,implemented_live,shadcn/ui switch
src/components/ui/table.tsx,source_executable,frontend,ui_primitives,false,ui,implemented_live,shadcn/ui table
src/components/ui/tabs.tsx,source_executable,frontend,ui_primitives,false,ui,implemented_live,shadcn/ui tabs
src/components/ui/textarea.tsx,source_executable,frontend,ui_primitives,false,ui,implemented_live,shadcn/ui textarea; TODO comment
src/components/ui/toggle-group.tsx,source_executable,frontend,ui_primitives,false,ui,implemented_live,shadcn/ui toggle group
src/components/ui/toggle.tsx,source_executable,frontend,ui_primitives,false,ui,implemented_live,shadcn/ui toggle
src/components/ui/tooltip.tsx,source_executable,frontend,ui_primitives,false,ui,implemented_live,shadcn/ui tooltip
src/types/index.ts,source_support,frontend,types,false,all_features,implemented_live,Master type re-exports
src/types/auth.types.ts,source_support,frontend,types,false,authentication,implemented_live,User / UserRole / auth types
src/types/api.types.ts,source_support,frontend,types,false,api_client,implemented_live,ApiResponse / ApiError types
src/types/dashboard.types.ts,source_support,frontend,types,false,dashboard,implemented_live,Dashboard data types
src/types/therapy.types.ts,source_support,frontend,types,false,therapy,implemented_live,Therapy session types
src/types/admin.types.ts,source_support,frontend,types,false,admin,implemented_live,Admin types
src/types/ai.types.ts,source_support,frontend,types,false,ai,implemented_live,AI/LLM types
src/types/analytics.types.ts,source_support,frontend,types,false,analytics,implemented_live,Analytics event types
src/types/astrology.types.ts,source_support,frontend,types,false,astrology,implemented_live,Astrology types
src/types/blog.types.ts,source_support,frontend,types,false,blog,implemented_live,Blog post types
src/types/common.types.ts,source_support,frontend,types,false,shared,implemented_live,Shared common types
src/types/community.types.ts,source_support,frontend,types,false,community,implemented_live,Community/social types
src/types/course.types.ts,source_support,frontend,types,false,courses,implemented_live,Course types
src/types/events.types.ts,source_support,frontend,types,false,events,implemented_live,Event types
src/types/health.types.ts,source_support,frontend,types,false,health_tools,implemented_live,Mood/journal/meditation types
src/types/navigation.types.ts,source_support,frontend,types,false,navigation,implemented_live,Navigation types
